KELAS,HARI,MATA_KULIAH,WAKTU,RUANG,DOSEN,Kode_Kelas
3KA06,Sabtu,Pemrograman Berbasis Web **,7/8,E347,OVAN SUNARTO PULU,3KA06
3KA07,Senin,Statistika **,3/4/5,E243,RETNO MAHARESI,3KA07
3KA07,Senin,Jejaring Sosial&Konten Kreatif,7/8,E526,DIANA IKASARI,3KA07
3KA07,Senin,Bahasa Indonesia 2,9/10,E526,SANGSANG SANGABAKTI,3KA07
3KA07,Selasa,Konsep Data Mining,2/3,D636,SIWI PRIHATININGSIH,3KA07
3KA07,Selasa,Sistem Keamanan Tek. Informasi *,4/5/6,D636,IMAM AHMAD TRINUGROHO,3KA07
3KA07,Selasa,Pemrograman Berbasis Web **,9/10,D656,HANUM PUTRI PERMATASARI,3KA07
3KA07,Kamis,Graf & Analisis Algoritma,1/2/3,E226,RICKY AGUS TJIPTANATA,3KA07
3KA07,Kamis,Metode Penelitian,6/7,E315,TEDDY OSWARI,3KA07
3KA07,Kamis,Interaksi Manusia & Komputer*/**,8/9/10,E315,MARLIZA GANEFI GUMAY,3KA07
3KA08,Selasa,Bahasa Indonesia 2,1/2,E232,RAFIQA MAULIDIA,3KA08
3KA08,Selasa,Pemrograman Berbasis Web **,3/4,E232,HANUM PUTRI PERMATASARI,3KA08
3KA08,Selasa,Konsep Data Mining,6/7,E237,IHSAN JATNIKA,3KA08
3KA08,Selasa,Sistem Keamanan Tek. Informasi *,8/9/10,E237,DHIAN SWEETANIA,3KA08
3KA08,Kamis,Interaksi Manusia & Komputer*/**,1/2/3,E215,TAUFIK HIDAYAT,3KA08
3KA08,Kamis,Statistika **,5/6/7,E344,SANDY SURYADY,3KA08
3KA08,Kamis,Graf & Analisis Algoritma,8/9/10,E344,RICKY AGUS TJIPTANATA,3KA08
3KA08,Sabtu,Metode Penelitian,3/4,E328,MUHAMMAD FIRDAUS,3KA08
3KA08,Sabtu,Jejaring Sosial&Konten Kreatif,6/7,E247,MUHAMMAD FADLY,3KA08
3KA09,Senin,Konsep Data Mining,1/2,E248,IHSAN JATNIKA,3KA09
3KA09,Senin,Bahasa Indonesia 2,4/5,E432,NURMANINGSIH,3KA09
3KA09,Senin,Metode Penelitian,7/8,E312,MUFID SURYANI,3KA09
3KA09,Senin,Pemrograman Berbasis Web **,9/10,E312,BERTALYA,3KA09
3KA09,Selasa,Graf & Analisis Algoritma,1/2/3,E211,AVINANTA TARIGAN,3KA09
3KA09,Selasa,Interaksi Manusia & Komputer*/**,4/5/6,E211,FENNI AGUSTINA,3KA09
3KA09,Selasa,Statistika **,8/9/10,E234,BINTARTI YUSRIANA,3KA09
3KA09,Kamis,Jejaring Sosial&Konten Kreatif,3/4,E323,JULIA FAJARYANTI,3KA09
3KA09,Kamis,Sistem Keamanan Tek. Informasi *,6/7/8,E341,SWELANDIAH ENDAH PRATIWI,3KA09
3KA10,Selasa,Konsep Data Mining,4/5,D667,SIWI PRIHATININGSIH,3KA10
3KA10,Selasa,Pemrograman Berbasis Web **,7/8,D654,HANUM PUTRI PERMATASARI,3KA10
3KA10,Selasa,Metode Penelitian,9/10,D654,AINI SURI TALITA,3KA10
3KA10,Rabu,Statistika **,1/2/3,E216,KOMSI KORANTI,3KA10
3KA10,Rabu,Interaksi Manusia & Komputer*/**,4/5/6,E216,FEBRIANI,3KA10
3KA10,Rabu,Sistem Keamanan Tek. Informasi *,8/9/10,E247,FITRIANINGSIH,3KA10
3KA10,Kamis,Bahasa Indonesia 2,1/2,E526,ARI WIJAYA BASUKI RAHARJO,3KA10
3KA10,Kamis,Graf & Analisis Algoritma,4/5/6,E226,RICKY AGUS TJIPTANATA,3KA10
3KA10,Kamis,Jejaring Sosial&Konten Kreatif,7/8,E226,ERNIANTI HASIBUAN,3KA10
3KA11,Senin,Bahasa Indonesia 2,1/2,E521,ANDINI KURNIA FITRIANA,3KA11
3KA11,Senin,Metode Penelitian,4/5,E212,MUFID SURYANI,3KA11
3KA11,Senin,Statistika **,6/7/8,E212,SRI WULAN W RATIH,3KA11
3KA11,Selasa,Pemrograman Berbasis Web **,1/2,E334,DEWI ANGGRAINI PUSPA HAPSARI,3KA11
3KA11,Selasa,Sistem Keamanan Tek. Informasi *,4/5/6,E517,RODIAH,3KA11
3KA11,Selasa,Konsep Data Mining,8/9,E334,IHSAN JATNIKA,3KA11
3KA11,Kamis,Jejaring Sosial&Konten Kreatif,1/2,E443,JULIA FAJARYANTI,3KA11
3KA11,Kamis,Interaksi Manusia & Komputer*/**,4/5/6,E215,TAUFIK HIDAYAT,3KA11
3KA11,Kamis,Graf & Analisis Algoritma,8/9/10,E215,IVAN MAURITS,3KA11
3KA12,Selasa,Sistem Keamanan Tek. Informasi *,1/2/3,E332,MAULANA MUJAHIDIN,3KA12
3KA12,Selasa,Pemrograman Berbasis Web **,4/5,E332,RHEZA ANDIKA,3KA12
3KA12,Selasa,Bahasa Indonesia 2,7/8,E246,ABDUR ROCHMAN,3KA12
3KA12,Rabu,Statistika **,1/2/3,E226,PARANITA ASNUR,3KA12
3KA12,Rabu,Konsep Data Mining,4/5,E226,TUBAGUS MAULANA KUSUMA,3KA12
3KA12,Rabu,Interaksi Manusia & Komputer*/**,7/8/9,E212,FENNI AGUSTINA,3KA12
3KA12,Kamis,Metode Penelitian,3/4,E233,TEDDY OSWARI,3KA12
3KA12,Kamis,Graf & Analisis Algoritma,6/7/8,E521,AVINANTA TARIGAN,3KA12
3KA12,Kamis,Jejaring Sosial&Konten Kreatif,9/10,E521,ERNIANTI HASIBUAN,3KA12
3KA13,Senin,Statistika **,1/2/3,E317,SRI WULAN W RATIH,3KA13
3KA13,Senin,Konsep Data Mining,5/6,E241,IHSAN JATNIKA,3KA13
3KA13,Senin,Bahasa Indonesia 2,7/8,E241,ANDINI KURNIA FITRIANA,3KA13
3KA13,Senin,Jejaring Sosial&Konten Kreatif,9/10,E241,VIVIEN NOVA FITHRIANA,3KA13
3KA13,Selasa,Interaksi Manusia & Komputer*/**,1/2/3,E214,FENNI AGUSTINA,3KA13
3KA13,Selasa,Graf & Analisis Algoritma,4/5/6,E214,NURWENDO HARICAHYADI,3KA13
3KA13,Selasa,Sistem Keamanan Tek. Informasi *,8/9/10,E233,SWELANDIAH ENDAH PRATIWI,3KA13
3KA13,Sabtu,Metode Penelitian,5/6,E241,IKHWAN H S,3KA13
3KA13,Sabtu,Pemrograman Berbasis Web **,9/10,E241,OVAN SUNARTO PULU,3KA13
3KA14,Senin,Metode Penelitian,1/2,E338,ANA DWI PERTIWI,3KA14
3KA14,Senin,Bahasa Indonesia 2,3/4,E338,MELANIAWATI,3KA14
3KA14,Senin,Pemrograman Berbasis Web **,6/7,E435,DEWI ANGGRAINI PUSPA HAPSARI,3KA14
3KA14,Senin,Statistika **,8/9/10,E435,SRI RAKHMAWATI,3KA14
3KA14,Selasa,Konsep Data Mining,1/2,E321,TUBAGUS MAULANA KUSUMA,3KA14
3KA14,Selasa,Sistem Keamanan Tek. Informasi *,5/6/7,E235,DHIAN SWEETANIA,3KA14
3KA14,Selasa,Graf & Analisis Algoritma,8/9/10,E235,NURWENDO HARICAHYADI,3KA14
3KA14,Rabu,Interaksi Manusia & Komputer*/**,1/2/3,E123,DARMASTUTI,3KA14
3KA14,Rabu,Jejaring Sosial&Konten Kreatif,4/5,E123,I MADE WIRYANA,3KA14
3KA15,Senin,Jejaring Sosial&Konten Kreatif,1/2,G313,DIANA IKASARI,3KA15
3KA15,Senin,Metode Penelitian,3/4,G313,HANTORO ARIEF GISIJANTO,3KA15
3KA15,Senin,Konsep Data Mining,7/8,G444,IHSAN JATNIKA,3KA15
3KA15,Selasa,Sistem Keamanan Tek. Informasi *,1/2/3,E413,RODIAH,3KA15
3KA15,Selasa,Statistika **,5/6/7,E448,BINTARTI YUSRIANA,3KA15
3KA15,Selasa,Bahasa Indonesia 2,9/10,E122,ANDINI KURNIA FITRIANA,3KA15
3KA15,Kamis,Interaksi Manusia & Komputer*/**,1/2/3,E313,MARLIZA GANEFI GUMAY,3KA15
3KA15,Kamis,Pemrograman Berbasis Web **,5/6,E318,REVIDA IRIANA NAPITUPULU,3KA15
3KA15,Sabtu,Graf & Analisis Algoritma,1/2/3,E311,BUDI SETIAWAN2/WINARTI DWIASTUTI,3KA15
3KA16,Senin,Sistem Keamanan Tek. Informasi *,1/2/3,E327,ASTIE DARMAYANTIE,3KA16
3KA16,Senin,Metode Penelitian,4/5,E444,ANA DWI PERTIWI,3KA16
3KA16,Senin,Pemrograman Berbasis Web **,7/8,E313,BERTALYA,3KA16
3KA16,Kamis,Graf & Analisis Algoritma,1/2/3,D633,AHMAD APANDI,3KA16
3KA16,Kamis,Interaksi Manusia & Komputer*/**,4/5/6,D633,MEILANI B SIREGAR,3KA16
3KA16,Kamis,Jejaring Sosial&Konten Kreatif,9/10,D662,SIWI PRIHATININGSIH,3KA16
3KA16,Sabtu,Konsep Data Mining,2/3,E447,KOKO BACHRUDIN,3KA16
3KA16,Sabtu,Bahasa Indonesia 2,4/5,E447,SANGSANG SANGABAKTI,3KA16
3KA16,Sabtu,Statistika **,7/8/9,E447,MOH. EGA ELMAN MISKA,3KA16
3KA17,Senin,Bahasa Indonesia 2,1/2,E442,MELANIAWATI,3KA17
3KA17,Senin,Pemrograman Berbasis Web **,3/4,E442,DEWI ANGGRAINI PUSPA HAPSARI,3KA17
3KA17,Senin,Metode Penelitian,5/6,E442,PUJI RAHAYU SETYANINGSIH,3KA17
3KA17,Rabu,Interaksi Manusia & Komputer*/**,1/2/3,E212,FEBRIANI,3KA17
3KA17,Rabu,Sistem Keamanan Tek. Informasi *,4/5/6,E212,RODIAH,3KA17
3KA17,Rabu,Graf & Analisis Algoritma,8/9/10,E446,RICKY AGUS TJIPTANATA,3KA17
3KA17,Sabtu,Jejaring Sosial&Konten Kreatif,2/3,G229,NOVIA FATIMAH,3KA17
3KA17,Sabtu,Statistika **,5/6/7,G229,ANDY WIDYANTHO,3KA17
3KA17,Sabtu,Konsep Data Mining,8/9,G229,SILVIA HARLENA,3KA17
3KA18,Selasa,Interaksi Manusia & Komputer*/**,4/5/6,E423,DARMASTUTI,3KA18
3KA18,Selasa,Jejaring Sosial&Konten Kreatif,7/8,E245,SIWI PRIHATININGSIH,3KA18
3KA18,Selasa,Bahasa Indonesia 2,9/10,E245,SANGSANG SANGABAKTI,3KA18
3KA18,Rabu,Konsep Data Mining,1/2,E211,TUBAGUS MAULANA KUSUMA,3KA18
3KA18,Rabu,Sistem Keamanan Tek. Informasi *,4/5/6,E243,FITRIANINGSIH,3KA18
3KA18,Rabu,Statistika **,8/9/10,E243,EDI MINAJI PRIBADI,3KA18
3KA18,Kamis,Pemrograman Berbasis Web **,1/2,E315,REVIDA IRIANA NAPITUPULU,3KA18
3KA18,Kamis,Graf & Analisis Algoritma,3/4/5,E315,AVINANTA TARIGAN,3KA18
3KA18,Kamis,Metode Penelitian,7/8,E322,AINI SURI TALITA,3KA18
3KA19,Senin,Metode Penelitian,1/2,E315,TEDDY OSWARI,3KA19
3KA19,Senin,Sistem Keamanan Tek. Informasi *,4/5/6,E326,ASTIE DARMAYANTIE,3KA19
3KA19,Senin,Graf & Analisis Algoritma,8/9/10,E424,TEGUH YUNIARKO,3KA19
3KA19,Selasa,Interaksi Manusia & Komputer*/**,1/2/3,E423,DARMASTUTI,3KA19
3KA19,Selasa,Jejaring Sosial&Konten Kreatif,4/5,E433,I MADE WIRYANA,3KA19
3KA19,Selasa,Bahasa Indonesia 2,7/8,E444,RAFIQA MAULIDIA,3KA19
3KA19,Rabu,Statistika **,2/3/4,E234,EDI MINAJI PRIBADI,3KA19
3KA19,Rabu,Pemrograman Berbasis Web **,7/8,E222,RHEZA ANDIKA,3KA19
3KA19,Rabu,Konsep Data Mining,9/10,E222,TUBAGUS MAULANA KUSUMA,3KA19
3KA20,Selasa,Jejaring Sosial&Konten Kreatif,1/2,E136,I MADE WIRYANA,3KA20
3KA20,Selasa,Metode Penelitian,3/4,E136,IKHWAN H S,3KA20
3KA20,Selasa,Bahasa Indonesia 2,5/6,E136,TOTO SUGIHARTO/TRI BUDIARTA,3KA20
3KA20,Selasa,Interaksi Manusia & Komputer*/**,8/9/10,E227,DARMASTUTI,3KA20
3KA20,Rabu,Sistem Keamanan Tek. Informasi *,1/2/3,E225,ASTIE DARMAYANTIE,3KA20
3KA20,Rabu,Statistika **,4/5/6,E225,IMAN MURTONO SOENHADJI,3KA20
3KA20,Kamis,Pemrograman Berbasis Web **,1/2,E326,DINA SUCI DARWATI,3KA20
3KA20,Kamis,Graf & Analisis Algoritma,3/4/5,E326,IVAN MAURITS,3KA20
3KA20,Kamis,Konsep Data Mining,7/8,E346,MUFID NILMADA,3KA20
3KA21,Senin,Statistika **,1/2/3,B221,EUPHRASIA SUSY SUHENDRA,3KA21
3KA21,Senin,Bahasa Indonesia 2,4/5,B221,SRI SULISTIYONINGSIH,3KA21
3KA21,Senin,Interaksi Manusia & Komputer*/**,8/9/10,B221,MATIAS KRISTIAN KELVIANDY,3KA21
3KA21,Rabu,Metode Penelitian,1/2,A702,SITI AISYAH,3KA21
3KA21,Rabu,Graf & Analisis Algoritma,4/5/6,A702,AHMAD APANDI,3KA21
3KA21,Rabu,Sistem Keamanan Tek. Informasi *,7/8/9,A702,SYALIS IBNIH MELATI ISTINI,3KA21
3KA21,Sabtu,Jejaring Sosial&Konten Kreatif,1/2,B312,NOOR VIKA HIZVIANI,3KA21
3KA21,Sabtu,Konsep Data Mining,3/4,B312,JUNAEDI,3KA21
3KA21,Sabtu,Pemrograman Berbasis Web **,5/6,B312,DINI TRIASANTI,3KA21
3KA22,Senin,Interaksi Manusia & Komputer*/**,1/2/3,B211,MATIAS KRISTIAN KELVIANDY,3KA22
3KA22,Senin,Statistika **,5/6/7,B211,EUPHRASIA SUSY SUHENDRA,3KA22
3KA22,Senin,Bahasa Indonesia 2,8/9,B211,SRI SULISTIYONINGSIH,3KA22
3KA22,Rabu,Sistem Keamanan Tek. Informasi *,1/2/3,A801,SYALIS IBNIH MELATI ISTINI,3KA22
3KA22,Rabu,Metode Penelitian,4/5,A801,SITI AISYAH,3KA22
3KA22,Rabu,Graf & Analisis Algoritma,8/9/10,A801,AHMAD APANDI,3KA22
3KA22,Sabtu,Pemrograman Berbasis Web **,3/4,B221,DINI TRIASANTI,3KA22
3KA22,Sabtu,Jejaring Sosial&Konten Kreatif,6/7,B221,NOOR VIKA HIZVIANI,3KA22
3KA22,Sabtu,Konsep Data Mining,8/9,B221,JUNAEDI,3KA22
3KA23,Senin,Bahasa Indonesia 2,2/3,B312,SRI SULISTIYONINGSIH,3KA23
3KA23,Senin,Interaksi Manusia & Komputer*/**,4/5/6,B312,MATIAS KRISTIAN KELVIANDY,3KA23
3KA23,Rabu,Graf & Analisis Algoritma,1/2/3,A602,AHMAD APANDI,3KA23
3KA23,Rabu,Sistem Keamanan Tek. Informasi *,4/5/6,A602,SYALIS IBNIH MELATI ISTINI,3KA23
3KA23,Rabu,Metode Penelitian,9/10,A601,SITI AISYAH,3KA23
3KA23,Sabtu,Pemrograman Berbasis Web **,1/2,B222,DINI TRIASANTI,3KA23
3KA23,Sabtu,Jejaring Sosial&Konten Kreatif,3/4,B222,NOOR VIKA HIZVIANI,3KA23
3KA23,Sabtu,Konsep Data Mining,6/7,C014,JUNAEDI,3KA23
3KA23,Sabtu,Statistika **,8/9/10,C014,TUBAGUS KIKI KAWAKIBI AZMI,3KA23
3KA24,Senin,Interaksi Manusia & Komputer*/**,12/13/14,D631,TRI AGUS RIYADI,3KA24
3KA24,Selasa,Jejaring Sosial&Konten Kreatif,12/13,D632,ERVAN CATUR ANGKOSO,3KA24
3KA24,Rabu,Sistem Keamanan Tek. Informasi *,12/13/14,D633,DONIE MARGAVIANTO NURROKHMAN,3KA24
3KA24,Kamis,Konsep Data Mining,11/12,D632,IHSAN JATNIKA,3KA24
3KA24,Kamis,Pemrograman Berbasis Web **,13/14,D632,ERVAN CATUR ANGKOSO,3KA24
3KA24,Jum'at,Statistika **,11/12/13,D636,ENDAH TRI ESTI HANDAYANI,3KA24
3KA24,Sabtu,Bahasa Indonesia 2,3/4,E444,MARGARETHA SUMARWATI,3KA24
3KA24,Sabtu,Metode Penelitian,5/6,E444,RIRIN YULIYANTI,3KA24
3KA24,Sabtu,Graf & Analisis Algoritma,8/9/10,E444,WINARTI DWI ASTUTI,3KA24
3KA25,Rabu,Bahasa Indonesia 2,3/4,J1415,SEPITRI DARUYANI,3KA25
3KA25,Rabu,Konsep Data Mining,5/6,J1415,MUHAMMAD ACHSAN ISA AL ANSHORI,3KA25
3KA25,Rabu,Statistika **,8/9/10,J149,INTI MULYO ARTI,3KA25
3KA25,Kamis,Metode Penelitian,1/2,J60908,MURSID DJAJADI,3KA25
3KA25,Kamis,Interaksi Manusia & Komputer*/**,3/4/5,J60908,IRWAN BASTIAN,3KA25
3KA25,Kamis,Pemrograman Berbasis Web **,7/8,J60908,KHALIDAH,3KA25
3KA25,Sabtu,Jejaring Sosial&Konten Kreatif,1/2,J1115B,ANNEKE ANASSIA PUTRI SISWANDI,3KA25
3KA25,Sabtu,Graf & Analisis Algoritma,4/5/6,J1613,FEBIANTO ARIFIEN,3KA25
3KA25,Sabtu,Sistem Keamanan Tek. Informasi *,7/8/9,J1613,ISNI OKTRIA,3KA25
3KA26,Senin,Metode Penelitian,3/4,J1210,NURUL KHOTIMAH,3KA26
3KA26,Senin,Statistika **,6/7/8,J1219,SANDY SURYADY,3KA26
3KA26,Rabu,Interaksi Manusia & Komputer*/**,2/3/4,J1114,IRWAN BASTIAN,3KA26
3KA26,Rabu,Jejaring Sosial&Konten Kreatif,6/7,J1317,INDRA ADI PERMANA,3KA26
3KA26,Rabu,Konsep Data Mining,8/9,J1317,MUHAMMAD ACHSAN ISA AL ANSHORI,3KA26
3KA26,Kamis,Pemrograman Berbasis Web **,3/4,J60906,KHALIDAH,3KA26
3KA26,Kamis,Bahasa Indonesia 2,6/7,J60906,MELANIAWATI,3KA26
3KA26,Sabtu,Graf & Analisis Algoritma,1/2/3,J137,FEBIANTO ARIFIEN,3KA26
3KA26,Sabtu,Sistem Keamanan Tek. Informasi *,4/5/6,J137,NOVIYANTO,3KA26
3KA27,Selasa,Konsep Data Mining,1/2,J1424,MUHAMMAD ACHSAN ISA AL ANSHORI,3KA27
3KA27,Selasa,Jejaring Sosial&Konten Kreatif,3/4,J1424,ANNEKE ANASSIA PUTRI SISWANDI,3KA27
3KA27,Selasa,Statistika **,6/7/8,J1115B,ACHMAD YOZAR PERKASA,3KA27
3KA27,Kamis,Pemrograman Berbasis Web **,1/2,J60905,KHALIDAH,3KA27
3KA27,Kamis,Metode Penelitian,3/4,J60905,MURSID DJAJADI,3KA27
3KA27,Kamis,Interaksi Manusia & Komputer*/**,6/7/8,J60905,IRWAN BASTIAN,3KA27
3KA27,Kamis,Bahasa Indonesia 2,9/10,J60905,MELANIAWATI,3KA27
3KA27,Sabtu,Sistem Keamanan Tek. Informasi *,1/2/3,J164,NOVIYANTO,3KA27
3KA27,Sabtu,Graf & Analisis Algoritma,5/6/7,J123,YESSY ASRI,3KA27
3KA28,Selasa,Interaksi Manusia & Komputer*/**,1/2/3,J1519,HADYAN MARDHI FADLILLAH,3KA28
3KA28,Selasa,Jejaring Sosial&Konten Kreatif,4/5,J1519,INDRA ADI PERMANA,3KA28
3KA28,Selasa,Metode Penelitian,7/8,J1519,ARDIPRAWIRO,3KA28
3KA28,Rabu,Pemrograman Berbasis Web **,1/2,J1211,KHAIRUNNISA RAIHANI,3KA28
3KA28,Rabu,Konsep Data Mining,3/4,J1211,MUHAMMAD ACHSAN ISA AL ANSHORI,3KA28
3KA28,Rabu,Statistika **,5/6/7,J1211,ANITA WASUTININGSIH,3KA28
3KA28,Rabu,Bahasa Indonesia 2,9/10,J1210,MELANIAWATI,3KA28
3KA28,Sabtu,Sistem Keamanan Tek. Informasi *,3/4/5,J1317,ISNI OKTRIA,3KA28
3KA28,Sabtu,Graf & Analisis Algoritma,8/9/10,J149,YESSY ASRI,3KA28
3KA29,Selasa,Jejaring Sosial&Konten Kreatif,1/2,J1416B,ANNEKE ANASSIA PUTRI SISWANDI,3KA29
3KA29,Selasa,Konsep Data Mining,3/4,J1416B,MUHAMMAD ACHSAN ISA AL ANSHORI,3KA29
3KA29,Selasa,Pemrograman Berbasis Web **,5/6,J1416B,KHAIRUNNISA RAIHANI,3KA29
3KA29,Selasa,Metode Penelitian,9/10,J1416B,ARDIPRAWIRO,3KA29
3KA29,Rabu,Interaksi Manusia & Komputer*/**,1/2/3,J137,MARLIZA GANEFI GUMAY,3KA29
3KA29,Rabu,Statistika **,4/5/6,J137,INTI MULYO ARTI,3KA29
3KA29,Rabu,Bahasa Indonesia 2,9/10,J137,SEPITRI DARUYANI,3KA29
3KA29,Jum'at,Sistem Keamanan Tek. Informasi *,2/3/4,J1516B,FITRIANINGSIH,3KA29
3KA29,Sabtu,Graf & Analisis Algoritma,8/9/10,J139,ADHITIO SATYO BAYANGKARI KARNO,3KA29
3KA30,Rabu,Jejaring Sosial&Konten Kreatif,1/2,J1415,INDRA ADI PERMANA,3KA30
3KA30,Rabu,Pemrograman Berbasis Web **,4/5,J1115A,KHAIRUNNISA RAIHANI,3KA30
3KA30,Rabu,Interaksi Manusia & Komputer*/**,6/7/8,J1115A,IRWAN BASTIAN,3KA30
3KA30,Kamis,Metode Penelitian,1/2,J1416A,NURUL KHOTIMAH,3KA30
3KA30,Kamis,Bahasa Indonesia 2,3/4,J1416A,SRI SULISTIYONINGSIH,3KA30
3KA30,Jum'at,Sistem Keamanan Tek. Informasi *,7/8/9,J155,FITRIANINGSIH,3KA30
3KA30,Sabtu,Graf & Analisis Algoritma,1/2/3,J1114,ADHITIO SATYO BAYANGKARI KARNO,3KA30
3KA30,Sabtu,Statistika **,4/5/6,J1114,SIGIT MUHAMAD YAKUB,3KA30
3KA30,Sabtu,Konsep Data Mining,8/9,J1114,MUHAMMAD ACHSAN ISA AL ANSHORI,3KA30
3KA31,Selasa,Bahasa Indonesia 2,1/2,K294,SRI HAYUNINGSIH,3KA31
3KA31,Selasa,Jejaring Sosial&Konten Kreatif,3/4,K247,DIANA IKASARI,3KA31
3KA31,Selasa,Graf & Analisis Algoritma,5/6/7,K275,RICKY AGUS TJIPTANATA,3KA31
3KA31,Rabu,Pemrograman Berbasis Web **,4/5,K256,IVAN MAURITS,3KA31
3KA31,Kamis,Interaksi Manusia & Komputer*/**,1/2/3,K161,META MEYSAWATI,3KA31
3KA31,Kamis,Metode Penelitian,4/5,K282,ELFITRIN SYAHRUL,3KA31
3KA31,Jum'at,Konsep Data Mining,1/2,K274,M RIDWAN DWI SEPTIAN,3KA31
3KA31,Jum'at,Sistem Keamanan Tek. Informasi *,6/7/8,K156,ANA KURNIAWATI,3KA31
3KA31,Sabtu,Statistika **,4/5/6,K133,ADI KUSWANTO,3KA31
3KA32,Senin,Interaksi Manusia & Komputer*/**,1/2/3,K264,TAUFIK HIDAYAT,3KA32
3KA32,Senin,Konsep Data Mining,4/5,K274,DINA ANGGRAINI,3KA32
3KA32,Selasa,Graf & Analisis Algoritma,1/2/3,K246,DESTI RIMINARSIH,3KA32
3KA32,Selasa,Bahasa Indonesia 2,4/5,K294,SRI HAYUNINGSIH,3KA32
3KA32,Kamis,Metode Penelitian,2/3,K133,ADITYA RIAN RAMADHAN,3KA32
3KA32,Kamis,Pemrograman Berbasis Web **,4/5,K283,TRISTYANTI YUSNITASARI,3KA32
3KA32,Jum'at,Sistem Keamanan Tek. Informasi *,2/3/4,K156,ANA KURNIAWATI,3KA32
3KA32,Sabtu,Statistika **,1/2/3,K133,ADI KUSWANTO,3KA32
3KA32,Sabtu,Jejaring Sosial&Konten Kreatif,4/5,K272,MUHAMAD TAUFAN,3KA32
3KA33,Senin,Konsep Data Mining,2/3,K274,DINA ANGGRAINI,3KA33
3KA33,Senin,Statistika **,4/5/6,K292,DESI PUJIATI,3KA33
3KA33,Kamis,Metode Penelitian,1/2,K282,ELFITRIN SYAHRUL,3KA33
3KA33,Kamis,Bahasa Indonesia 2,3/4,K252,TRI BUDIARTA,3KA33
3KA33,Kamis,Jejaring Sosial&Konten Kreatif,6/7,K283,TRISTYANTI YUSNITASARI,3KA33
3KA33,Jum'at,Interaksi Manusia & Komputer*/**,2/3/4,K244,ATIT PERTIWI,3KA33
3KA33,Jum'at,Sistem Keamanan Tek. Informasi *,6/7/8,K261,ASTIE DARMAYANTIE,3KA33
3KA33,Sabtu,Graf & Analisis Algoritma,1/2/3,K255,MIFTAH ANDRIANSYAH,3KA33
3KA33,Sabtu,Pemrograman Berbasis Web **,4/5,K252,EGA HEGARINI,3KA33
3KA34,Senin,Statistika **,1/2/3,K292,DESI PUJIATI,3KA34
3KA34,Senin,Interaksi Manusia & Komputer*/**,4/5/6,K264,TAUFIK HIDAYAT,3KA34
3KA34,Selasa,Jejaring Sosial&Konten Kreatif,3/4,K275,RICKY AGUS TJIPTANATA,3KA34
3KA34,Rabu,Graf & Analisis Algoritma,1/2/3,K256,IVAN MAURITS,3KA34
3KA34,Kamis,Bahasa Indonesia 2,1/2,K252,TRI BUDIARTA,3KA34
3KA34,Kamis,Metode Penelitian,4/5,K133,ADITYA RIAN RAMADHAN,3KA34
3KA34,Jum'at,Sistem Keamanan Tek. Informasi *,2/3/4,K261,ASTIE DARMAYANTIE,3KA34
3KA34,Jum'at,Konsep Data Mining,6/7,K265,DETTY PURNAMASARI,3KA34
3KA34,Sabtu,Pemrograman Berbasis Web **,2/3,K252,EGA HEGARINI,3KA34
3KA35,Senin,Graf & Analisis Algoritma,5/6/7,L226,YULIA CHALRI,3KA35
3KA35,Selasa,Konsep Data Mining,2/3,L245,NOVRINA,3KA35
3KA35,Selasa,Metode Penelitian,4/5,L245,IDA ASTUTI,3KA35
3KA35,Selasa,Bahasa Indonesia 2,6/7,L224,SHINTA TEVININGRUM,3KA35
3KA35,Rabu,Interaksi Manusia & Komputer*/**,2/3/4,L246,CAHYAWATI DIAH KUSUMARINI,3KA35
3KA35,Rabu,Jejaring Sosial&Konten Kreatif,5/6,L222,AVIARINI INDRATI,3KA35
3KA35,Kamis,Sistem Keamanan Tek. Informasi *,2/3/4,L222,DHIAN SWEETANIA,3KA35
3KA35,Kamis,Pemrograman Berbasis Web **,5/6,L226,SETIA WIRAWAN,3KA35
3KA35,Jum'at,Statistika **,2/3/4,L234,ICHSANI MURSIDAH,3KA35
3KA36,Senin,Metode Penelitian,3/4/5,N1144,BUDI SETIAWAN,3KA36
3KA36,Senin,Sistem Keamanan Teknologi Informasi*,7/8/9,N1135,I KOMANG SUGIARTHA,3KA36
3KA36,Selasa,Jejaring Sosial & Konten Kreatif,4/5,N1135,MUHAMAD DANIEL RIVAI,3KA36
3KA36,Selasa,Graf & Analisis Algoritma,6/7/8,N1135,SETIA WIRAWAN,3KA36
3KA36,Rabu,Statistika**,4/5/6,N1135,MUFID NILMADA,3KA36
3KA36,Ju'mat,Interaksi Manusia dan Komputer */**,2/3/4,N1135,WIDIASTUTI,3KA36
3KA36,Ju'mat,Konsep Data Mining,8/9,N1135,IRFAN HUMAINI,3KA36
3KA36,Sabtu,Bahasa Indonesia 2,4/5,N1135,MARIA,3KA36
3KA36,Sabtu,Pemrograman Berbasis Web**,6/7,N1135,DYAH ANGGRAINI,3KA36
4KA01,Senin,Sistem Penunjang Keputusan *,6/7,E342,IRNA FITRIYAH,4KA01
4KA01,Senin,Testing dan Implementasi Sistem *,8/9/10,E342,RIFIANA ARIEF,4KA01
4KA01,Rabu,Analisis Kinerja Sistem,1/2/3,E228,HASMA RASJID,4KA01
